[Date],[BusinessPartnerID],[LineOfBusiness],[15 Minute Periods of Day],[Offered_calls (w/o short calls)],[Answered_Calls],[Abandoned_Calls (w/o short calls)],[Short_calls < 5s],[Answered_Calls <= 15s],[Answered_Calls <= 20s],[Answered_Calls <= 30s],[Abandoned_Calls (w/o s.c.) <= 15s],[Abandoned_Calls (w/o s.c.) <= 20s],[Abandoned_Calls (w/o s.c.) <= 30s],[Telephony_Service_Level  20"],[Telephony_Service_Level 15"],[Telephony_Service_Level 30"],[Average_Speed_of_Answer],[Maximum_Wait_Time (answered calls)],[Avialability],[Abandon_Rate],[Average_Handled_Time],[Average_Talk_Time],[Average_Hold_Time],[Average Total Wrap Time],[SMS_Sent_Call_Ends],[Multichannel_Calls],[Multichannel_Service_Level 15"],[Multichannel_Service_Level 20"]
2026/08/06,RSA_Fleet_Unfall_ext,RSA_Automotive,09:00,1,1,0,0,0,1,1,0,0,0,100%,0,100%,15.28,15.28,100%,0,79.788,58.31,0,21.478,0,1,0,100%
2026/08/06,RSA_Fleet_Unfall_ext,RSA_Automotive,09:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,1.92,1.92,100%,0,142.542,121.19,0,21.352,0,1,100%,100%
2026/08/06,RSA_Fleet_Unfall_ext,RSA_Automotive,10:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,10.69,10.69,100%,0,772.637,666.95,91.25,14.437,0,1,100%,100%
2026/08/06,RSA_Fleet_Unfall_ext,RSA_Automotive,10:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,2.75,2.75,100%,0,347.142,325.72,0,21.422,0,1,100%,100%
2026/08/06,RSA_Fleet_Unfall_ext,RSA_Automotive,11:15,3,2,1,0,1,1,1,0,0,0,33.33%,33.33%,33.33%,46.235,89.91,66.67%,33.33%,288.3645,267.33,1.89,19.1445,0,3,33.33%,33.33%
2026/08/06,RSA_Fleet_Unfall_ext,RSA_Automotive,11:30,3,3,0,0,1,1,2,0,0,0,33.33%,33.33%,66.67%,94.12,245.12,100%,0,217.798,196.49666666667,0,21.301333333333,0,3,33.33%,33.33%
2026/08/06,RSA_Flottenkunden,RSA_Insurance,09:30,2,2,0,0,0,0,0,0,0,0,0,0,0,338.225,584.34,100%,0,1508.962,844.285,0,664.677,0,2,0,0
2026/08/06,RSA_Ford_AP-Hotline,RSA_Provider,08:30,2,1,1,0,0,0,0,0,0,0,0,0,0,186.89,186.89,50%,50%,733.973,165.7,0,568.273,0,2,0,0
2026/08/06,RSA_Ford_AP-Hotline,RSA_Provider,09:15,1,1,0,0,0,0,0,0,0,0,0,0,0,744.19,744.19,100%,0,920.08,396.66,0,523.42,0,1,0,0
2026/08/06,RSA_Ford_AP-Hotline,RSA_Provider,09:30,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,100%,,,,,0,1,0,0
2026/08/06,RSA_Ford_AP-Hotline,RSA_Provider,10:30,1,1,0,0,0,1,1,0,0,0,100%,0,100%,17.92,17.92,100%,0,1390.783,79.8,0,1310.983,0,1,0,100%
2026/08/06,RSA_Insurance_Intern,RSA_Internal,09:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,9.03,9.03,100%,0,1038.818,492.03,0,546.788,0,1,100%,100%
2026/08/06,RSA_Insurance_Intern,RSA_Internal,09:45,2,2,0,0,0,0,1,0,0,0,0,0,50%,37.74,49.98,100%,0,883.6425,252.345,149.58,481.7175,0,2,0,0
2026/08/06,RSA_Insurance_Intern,RSA_Internal,10:15,1,1,0,0,0,0,0,0,0,0,0,0,0,64.84,64.84,100%,0,2075.72,1421.42,4.34,649.96,0,1,0,0
2026/08/06,RSA_Insurance_Intern,RSA_Internal,10:30,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,100%,,,,,0,1,0,0
2026/08/06,RSA_Insurance_Intern,RSA_Internal,10:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,5.95,5.95,100%,0,1334.898,338.56,0,996.338,0,1,100%,100%
2026/08/06,RSA_Insurance_Intern,RSA_Internal,11:30,1,1,0,0,0,0,0,0,0,0,0,0,0,147.78,147.78,100%,0,765.719,186.72,0,578.999,0,1,0,0
2026/08/06,RSA_Maserati,RSA_Automotive,09:30,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,5.38,5.38,100%,0,373.36,373.36,0,0,0,1,100%,100%
2026/08/06,RSA_Mastercard_Platinum,RSA_Insurance,07:45,1,1,0,0,0,1,1,0,0,0,100%,0,100%,15.5,15.5,100%,0,520.42,347.45,0,172.97,0,1,0,100%
2026/08/06,RSA_Mastercard_Platinum,RSA_Insurance,08:30,1,1,0,0,0,0,0,0,0,0,0,0,0,105.64,105.64,100%,0,202.276,100.81,0,101.466,0,1,0,0
2026/08/06,RSA_Mastercard_Platinum,RSA_Insurance,09:45,1,1,0,0,0,0,0,0,0,0,0,0,0,635.08,635.08,100%,0,527.935,136.27,117.69,273.975,0,1,0,0
2026/08/06,RSA_Mitsubishi_Assistance,RSA_Automotive,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0
2026/08/06,RSA_Mitsubishi_Assistance,RSA_Automotive,09:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,2.39,2.39,100%,0,509.694,488.34,0,21.354,0,1,100%,100%
2026/08/06,RSA_Mitsubishi_Assistance,RSA_Automotive,09:15,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,13.56,13.56,100%,0,382.049,360.8,0,21.249,0,1,100%,100%
2026/08/06,RSA_Mitsubishi_Assistance,RSA_Automotive,10:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,1.7,1.7,100%,0,213.266,191.91,0,21.356,0,1,100%,100%
2026/08/06,RSA_Mitsubishi_Assistance,RSA_Automotive,11:15,1,1,0,0,0,0,0,0,0,0,0,0,0,499.38,499.38,100%,0,259.716,238.31,0,21.406,0,1,0,0
2026/08/06,RSA_Mitsubishi_bcall,RSA_Automotive,09:15,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,10.41,10.41,100%,0,181.136,159.72,0,21.416,0,1,100%,100%
2026/08/06,RSA_Mitsubishi_bcall,RSA_Automotive,09:30,2,2,0,0,2,2,2,0,0,0,100%,100%,100%,8.62,13.66,100%,0,109.867,88.505,0,21.362,0,2,100%,100%
2026/08/06,RSA_Mondial_Assist_Corres_2,RSA_Intercompany,04:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,1.98,1.98,100%,0,570.469,549.12,0,21.349,0,1,100%,100%
2026/08/06,RSA_Mondial_Assist_Corres_2,RSA_Intercompany,04:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,1.69,1.69,100%,0,347.038,325.73,0,21.308,0,1,100%,100%
2026/08/06,RSA_Mondial_Assist_Corres_2,RSA_Intercompany,09:00,2,2,0,0,2,2,2,0,0,0,100%,100%,100%,2.705,3.05,100%,0,91.4315,70.11,0,21.3215,0,2,100%,100%
2026/08/06,RSA_Mondial_Assist_Corres_2,RSA_Intercompany,11:15,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,7.06,7.06,100%,0,1386.493,1365.27,0,21.223,0,1,100%,100%
2026/08/06,RSA_OEM-AP-Hotline,RSA_Intercompany,01:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,3.97,3.97,100%,0,132.928,111.52,0,21.408,0,1,100%,100%
2026/08/06,RSA_OEM-AP-Hotline,RSA_Intercompany,10:00,1,1,0,0,0,0,0,0,0,0,0,0,0,85.59,85.59,100%,0,415.866,389.25,5.3,21.316,0,1,0,0
2026/08/06,RSA_Panasonic/Schutzbrief,RSA_Insurance,07:30,1,1,0,0,0,1,1,0,0,0,100%,0,100%,18.12,18.12,100%,0,715.489,696.14,0,19.349,0,1,0,100%
2026/08/06,RSA_Panasonic/Schutzbrief,RSA_Insurance,11:30,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,6.3,6.3,100%,0,1081.802,335.76,90.97,655.072,0,1,100%,100%
2026/08/06,RSA_Premium_English,RSA_Insurance,04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0
2026/08/06,RSA_Premium_English,RSA_Insurance,05:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,9.98,9.98,100%,0,786.751,783.64,0,3.111,0,1,100%,100%
2026/08/06,RSA_Premium_English,RSA_Insurance,09:30,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,100%,,,,,0,1,0,0
2026/08/06,RSA_Premium_English,RSA_Insurance,09:45,1,1,0,0,0,0,0,0,0,0,0,0,0,247.03,247.03,100%,0,700.387,88.52,0,611.867,0,1,0,0
2026/08/06,RSA_Premium_English,RSA_Insurance,10:00,1,1,0,0,0,0,0,0,0,0,0,0,0,33.75,33.75,100%,0,592.49,400.45,0,192.04,0,1,0,0
2026/08/06,RSA_Renault,RSA_Automotive,00:30,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,10.09,10.09,100%,0,515.892,210.81,0,305.082,0,1,100%,100%
2026/08/06,RSA_Renault,RSA_Automotive,05:30,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,11.41,11.41,100%,0,246.554,245.16,0,1.394,0,1,100%,100%
2026/08/06,RSA_Renault,RSA_Automotive,05:45,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,100%,,,,,0,1,0,0
2026/08/06,RSA_Renault,RSA_Automotive,06:30,1,1,0,0,0,0,0,0,0,0,0,0,0,985.66,985.66,100%,0,1015.577,676.59,0,338.987,0,1,0,0
2026/08/06,RSA_Renault,RSA_Automotive,07:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,6.59,6.59,100%,0,705.604,684.34,0,21.264,0,1,100%,100%
2026/08/06,RSA_Renault,RSA_Automotive,07:15,1,1,0,0,0,0,0,0,0,0,0,0,0,510.05,510.05,100%,0,786.605,591.67,0,194.935,0,1,0,0
2026/08/06,RSA_Renault,RSA_Automotive,07:30,4,3,1,0,0,0,0,0,0,0,0,0,0,359.48666666667,527.66,75%,25%,845.91,426.56333333333,0,419.34666666667,0,4,0,0
2026/08/06,RSA_Renault,RSA_Automotive,07:45,2,2,0,0,0,0,0,0,0,0,0,0,0,312.115,526.75,100%,0,599.098,353.385,0,245.713,0,2,0,0
2026/08/06,RSA_Renault,RSA_Automotive,08:00,5,4,1,0,0,0,0,0,0,0,0,0,0,359.3325,509.59,80%,20%,794.71375,265.2,0,529.51375,0,5,0,0
2026/08/06,RSA_Renault,RSA_Automotive,08:15,6,4,2,0,0,0,0,0,0,0,0,0,0,711.6525,906.17,66.67%,33.33%,821.62225,576.54,0,245.08225,0,6,0,0
2026/08/06,RSA_Renault,RSA_Automotive,08:30,7,3,4,0,0,0,0,0,0,0,0,0,0,834.56666666667,906.41,42.86%,57.14%,862.38933333333,580.11,0,282.27933333333,0,7,0,0
2026/08/06,RSA_Renault,RSA_Automotive,08:45,5,5,0,0,0,0,0,0,0,0,0,0,0,497.45,524.78,100%,0,738.7478,382.126,0,356.6218,0,5,0,0
2026/08/06,RSA_Renault,RSA_Automotive,09:00,8,7,1,0,0,0,0,0,0,0,0,0,0,710.35857142857,1010.08,87.50%,12.50%,789.88157142857,478.68142857143,0,311.20014285714,0,8,0,0
2026/08/06,RSA_Renault,RSA_Automotive,09:15,3,1,2,0,0,0,0,0,0,0,0,0,0,753.5,753.5,33.33%,66.67%,635.413,206.33,0,429.083,0,3,0,0
2026/08/06,RSA_Renault,RSA_Automotive,09:30,5,4,1,0,0,0,0,0,0,0,0,0,0,305.2125,382.56,80%,20%,746.667,329.555,0,417.112,0,5,0,0
2026/08/06,RSA_Renault,RSA_Automotive,09:45,11,9,2,0,0,0,0,0,0,0,0,0,0,364.44,541.56,81.82%,18.18%,705.42822222222,315.33666666667,0,390.09155555556,0,11,0,0
2026/08/06,RSA_Renault,RSA_Automotive,10:00,10,7,3,0,0,0,0,0,0,0,0,0,0,606.29,853.44,70%,30%,808.04628571429,446.96714285714,0,361.07914285714,0,10,0,0
2026/08/06,RSA_Renault,RSA_Automotive,10:15,7,7,0,0,0,0,0,0,0,0,0,0,0,429.01142857143,813.94,100%,0,698.213,443.63571428571,0,254.57728571429,0,7,0,0
2026/08/06,RSA_Renault,RSA_Automotive,10:30,3,3,0,0,0,0,0,0,0,0,0,0,0,382.73666666667,475.74,100%,0,226.92266666667,190.08333333333,0,36.839333333333,0,3,0,0
2026/08/06,RSA_Renault,RSA_Automotive,10:45,5,5,0,0,0,0,0,0,0,0,0,0,0,369.746,382.81,100%,0,523.8506,257.848,0,266.0026,0,5,0,0
2026/08/06,RSA_Renault,RSA_Automotive,11:00,6,5,1,0,0,0,0,0,0,0,0,0,0,279.252,451.11,83.33%,16.67%,1002.8478,524.286,0,478.5618,0,6,0,0
2026/08/06,RSA_Renault,RSA_Automotive,11:15,5,3,2,0,0,0,0,0,0,0,0,0,0,274.46,396.17,60%,40%,695.21333333333,264.62666666667,0,430.58666666667,0,5,0,0
2026/08/06,RSA_Renault,RSA_Automotive,11:30,6,5,1,0,0,0,0,0,0,0,0,0,0,368.108,526.66,83.33%,16.67%,730.6996,234.004,0,496.6956,0,6,0,0
2026/08/06,RSA_Renault_AP-Hotline,RSA_Provider,08:30,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,100%,,,,,0,1,0,0
2026/08/06,RSA_Renault_AP-Hotline,RSA_Provider,09:00,1,1,0,0,0,0,0,0,0,0,0,0,0,198.91,198.91,100%,0,96.733,75.38,0,21.353,0,1,0,0
2026/08/06,RSA_Renault_AP-Hotline,RSA_Provider,09:15,4,2,2,0,0,0,0,0,0,1,0,0,0,191.615,197,50%,50%,268.6985,206.905,0,61.7935,0,4,0,0
2026/08/06,RSA_Renault_AP-Hotline,RSA_Provider,09:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,8.77,8.77,100%,0,626.512,68.2,0,558.312,0,1,100%,100%
2026/08/06,RSA_Renault_AP-Hotline,RSA_Provider,11:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,12.08,12.08,100%,0,148.219,126.83,0,21.389,0,1,100%,100%
2026/08/06,RSA_Renault_AP-Hotline,RSA_Provider,11:15,1,1,0,0,0,1,1,0,0,0,100%,0,100%,19.31,19.31,100%,0,752.191,64.42,0,687.771,0,1,0,100%
2026/08/06,RSA_Renault_AP-Hotline,RSA_Provider,11:30,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,11.03,11.03,100%,0,1895.368,76.38,0,1818.988,0,1,100%,100%
2026/08/06,RSA_Renault_Dealer,RSA_Automotive,08:00,1,1,0,0,0,0,0,0,0,0,0,0,0,511.22,511.22,100%,0,40.159,38.84,0,1.319,0,1,0,0
2026/08/06,RSA_Renault_Dealer,RSA_Automotive,08:30,2,2,0,0,0,0,0,0,0,0,0,0,0,770.185,848.86,100%,0,294.466,187.225,0,107.241,0,2,0,0
2026/08/06,RSA_Renault_Dealer,RSA_Automotive,08:45,1,1,0,0,0,0,0,0,0,0,0,0,0,586.45,586.45,100%,0,0,0,0,0,0,1,0,0
2026/08/06,RSA_Renault_Dealer,RSA_Automotive,09:45,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,100%,,,,,0,1,0,0
2026/08/06,RSA_Renault_Dealer,RSA_Automotive,10:15,3,1,2,0,0,0,0,0,0,0,0,0,0,432.98,432.98,33.33%,66.67%,1023.066,469.34,0,553.726,0,3,0,0
2026/08/06,RSA_Renault_Dealer,RSA_Automotive,10:45,1,1,0,0,0,0,0,0,0,0,0,0,0,349.86,349.86,100%,0,362.529,269.11,0,93.419,0,1,0,0
2026/08/06,RSA_Renault_Dealer,RSA_Automotive,11:00,1,1,0,0,0,0,0,0,0,0,0,0,0,315.3,315.3,100%,0,440.764,166.17,0,274.594,0,1,0,0
2026/08/06,RSA_Renault_E-Tech,RSA_Automotive,08:00,1,1,0,0,0,0,0,0,0,0,0,0,0,309.59,309.59,100%,0,674.619,135.36,0,539.259,0,1,0,0
2026/08/06,RSA_Renault_E-Tech,RSA_Automotive,09:00,1,1,0,0,0,0,0,0,0,0,0,0,0,471.89,471.89,100%,0,1177.29,950.17,0,227.12,0,1,0,0
2026/08/06,RSA_Renault_E-Tech,RSA_Automotive,10:15,1,1,0,0,0,0,0,0,0,0,0,0,0,682.3,682.3,100%,0,1525.319,1001.11,0,524.209,0,1,0,0
2026/08/06,RSA_Renault_E-Tech,RSA_Automotive,10:45,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,100%,,,,,0,1,0,0
2026/08/06,RSA_Renault_Supervisor,RSA_Automotive,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0
2026/08/06,RSA_Roadsurfer,RSA_Insurance,07:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,8.89,8.89,100%,0,169.036,24.41,0,144.626,0,1,100%,100%
2026/08/06,RSA_Roadsurfer,RSA_Insurance,08:45,2,2,0,0,0,0,0,0,0,0,0,0,0,100.46,143.58,100%,0,297.727,92.7,0,205.027,0,2,0,0
2026/08/06,RSA_RSA_2nd_Level,RSA_Insurance,09:15,1,1,0,0,0,0,0,0,0,0,0,0,0,107.81,107.81,100%,0,643.006,123.28,0,519.726,0,1,0,0
2026/08/06,RSA_RSA_2nd_Level,RSA_Insurance,09:30,1,1,0,0,0,0,1,0,0,0,0,0,100%,22.08,22.08,100%,0,1908.851,829.88,0,1078.971,0,1,0,0
2026/08/06,RSA_RSA_2nd_Level,RSA_Insurance,10:45,1,1,0,0,0,0,0,0,0,0,0,0,0,105.94,105.94,100%,0,727.249,184.69,140.52,402.039,0,1,0,0
2026/08/06,RSA_RSA_2nd_Level,RSA_Insurance,11:15,1,1,0,0,0,0,0,0,0,0,0,0,0,103.61,103.61,100%,0,1514.489,889.75,0,624.739,0,1,0,0
2026/08/06,RSA_Rueckruf_VN_FZG_Assistance,RSA_Insurance,08:15,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,13.34,13.34,100%,0,847.089,423.74,287.95,135.399,0,1,100%,100%
2026/08/06,RSA_Rueckruf_VN_FZG_Assistance,RSA_Insurance,08:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,6.33,6.33,100%,0,988.861,213.27,0,775.591,0,1,100%,100%
2026/08/06,RSA_Rueckruf_VN_FZG_Assistance,RSA_Insurance,09:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,7.17,7.17,100%,0,553.496,166.5,0,386.996,0,1,100%,100%
2026/08/06,RSA_Rueckruf_VN_FZG_Assistance,RSA_Insurance,09:15,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,7.06,7.06,100%,0,879.771,130.69,0,749.081,0,1,100%,100%
2026/08/06,RSA_Rueckruf_VN_FZG_Assistance,RSA_Insurance,09:45,2,2,0,0,1,1,1,0,0,0,50%,50%,50%,31.21,51.78,100%,0,567.337,165.95,0,401.387,0,2,50%,50%
2026/08/06,RSA_Rueckruf_VN_FZG_Assistance,RSA_Insurance,10:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,3.02,3.02,100%,0,2429.383,1009.16,0,1420.223,0,1,100%,100%
2026/08/06,RSA_Rueckruf_VN_FZG_Assistance,RSA_Insurance,11:15,2,1,1,0,0,0,0,1,1,1,0,0,0,71.83,71.83,50%,50%,430.739,192.95,0,237.789,0,2,0,0
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,00:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,1.78,1.78,100%,0,113.726,92.39,0,21.336,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,00:15,2,2,0,0,2,2,2,0,0,0,100%,100%,100%,2.665,2.75,100%,0,441.055,419.735,0,21.32,0,2,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,01:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,3.31,3.31,100%,0,214.77,193.44,0,21.33,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,02:00,2,2,0,0,2,2,2,0,0,0,100%,100%,100%,3.675,4.8,100%,0,357.0335,127.725,208.01,21.2985,0,2,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,02:15,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,3.48,3.48,100%,0,589.634,568.39,0,21.244,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,02:30,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,2.94,2.94,100%,0,174.366,153,0,21.366,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,02:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,3.31,3.31,100%,0,129.86,127.95,0,1.91,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,03:30,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,2.89,2.89,100%,0,118.763,97.41,0,21.353,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,04:00,1,1,0,0,0,0,1,0,0,0,0,0,100%,23.17,23.17,100%,0,210.033,188.62,0,21.413,0,1,0,0
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,06:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,1.62,1.62,100%,0,251.546,230.2,0,21.346,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,06:30,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,2.78,2.78,100%,0,155.884,134.61,0,21.274,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,07:00,3,3,0,0,2,3,3,0,0,0,100%,66.67%,100%,9.47,16.83,100%,0,759.01766666667,382.43333333333,0,376.58433333333,0,3,66.67%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,07:45,5,5,0,0,4,5,5,0,0,0,100%,80%,100%,7.194,18.61,100%,0,875.5552,447.166,0,428.3892,0,5,80%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,08:00,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,12.95,12.95,100%,0,871.491,868.83,0,2.661,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,08:15,5,5,0,0,5,5,5,0,0,0,100%,100%,100%,6.978,10.56,100%,0,745.7974,291.428,0,454.3694,0,5,100%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,08:30,3,3,0,0,2,2,2,0,0,0,66.67%,66.67%,66.67%,14.176666666667,31.39,100%,0,730.272,220.30666666667,0,509.96533333333,0,3,66.67%,66.67%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,08:45,6,6,0,0,5,6,6,0,0,0,100%,83.33%,100%,7.2066666666667,16.33,100%,0,869.13233333333,443.90333333333,0,425.229,0,6,83.33%,100%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,09:00,4,4,0,0,2,3,3,0,0,0,75%,50%,75%,16.1475,33.44,100%,0,779.91325,424.94,0,354.97325,0,4,50%,75%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,09:15,9,8,1,0,3,3,3,0,0,1,33.33%,33.33%,37.50%,86.575,196.92,88.89%,11.11%,750.43,329.9775,2.4125,418.04,0,9,33.33%,33.33%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,09:30,10,9,1,0,1,1,2,0,0,0,10%,10%,20%,383.68222222222,692.16,90%,10%,941.76844444444,570.67888888889,0.23111111111111,370.85844444444,0,10,10%,10%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,09:45,9,7,2,0,0,0,0,0,0,0,0,0,0,659.94142857143,735.61,77.78%,22.22%,615.43157142857,314.18857142857,0,301.243,0,9,0,0
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,10:00,4,4,0,0,1,1,1,0,0,0,25%,25%,25%,393.9175,613.78,100%,0,942.719,568.4075,0.8175,373.494,0,4,25%,25%
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,10:15,5,5,0,0,0,0,1,0,0,0,0,0,20%,253.464,397.33,100%,0,731.6616,330.73,24.922,376.0096,0,5,0,0
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,10:30,13,12,1,0,0,0,0,0,0,0,0,0,0,564.46333333333,815.72,92.31%,7.69%,730.08708333333,305.835,9.5375,414.71458333333,0,13,0,0
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,10:45,11,10,1,0,0,0,0,0,0,0,0,0,0,712.014,800.12,90.91%,9.09%,684.1395,230.839,0,453.3005,0,11,0,0
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,11:00,12,11,1,0,0,0,0,0,0,0,0,0,0,721.74090909091,924.91,91.67%,8.33%,936.82254545455,362.64181818182,1.2472727272727,572.93345454545,0,12,0,0
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,11:15,3,3,0,0,0,0,0,0,0,0,0,0,0,645.69666666667,764.12,100%,0,1058.2636666667,828.14333333333,0.61333333333333,229.507,0,3,0,0
2026/08/06,RSA_Schutzbrief_Bestand,RSA_Insurance,11:30,3,3,0,0,2,2,2,0,0,0,66.67%,66.67%,66.67%,51.703333333333,134.64,100%,0,793.58066666667,280.76666666667,0.96,511.854,0,3,66.67%,66.67%
2026/08/06,RSA_Schutzbrief_Schaden_Menu,RSA_Claims,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0
2026/08/06,RSA_Schutzbrief_Schaden_Menu,RSA_Claims,09:45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0
2026/08/06,RSA_Schutzbrief_Schaden_Menu,RSA_Claims,10:45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0
2026/08/06,RSA_Schutzbrief_Schaden_Menu,RSA_Claims,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0
2026/08/06,RSA_Schutzbrief_Vertrag,RSA_Insurance,08:15,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,7.86,7.86,100%,0,1266.61,497.05,11.5,758.06,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Vertrag,RSA_Insurance,08:45,1,1,0,0,1,1,1,0,0,0,100%,100%,100%,8.83,8.83,100%,0,1227.022,663.84,12.31,550.872,0,1,100%,100%
2026/08/06,RSA_Schutzbrief_Vertrag,RSA_Insurance,09:30,1,1,0,0,0,0,0,0,0,0,0,0,0,421.41,421.41,100%,0,126.952,105.23,0,21.722,0,1,0,0
2026/08/06,RSA_Schutzbrief_Vertrag,RSA_Insurance,09:45,2,1,1,0,0,0,0,0,0,0,0,0,0,624.58,624.58,50%,50%,1516.821,732.64,0,784.181,0,2,0,0
2026/08/06,RSA_Schutzbrief_Vertrag,RSA_Insurance,10:00,1,1,0,0,0,0,0,0,0,0,0,0,0,633.47,633.47,100%,0,991.061,366.41,0,624.651,0,1,0,0
2026/08/06,RSA_Schutzbrief_Vertrag,RSA_Insurance,10:15,1,1,0,0,0,0,0,0,0,0,0,0,0,451.42,451.42,100%,0,1267.479,674.61,17.33,575.539,0,1,0,0
2026/08/06,RSA_Schutzbrief_Vertrag,RSA_Insurance,10:30,2,1,1,0,0,0,0,0,0,0,0,0,0,421.17,421.17,50%,50%,1222.064,799.38,0,422.684,0,2,0,0
2026/08/06,RSA_Schutzbrief_Vertrag,RSA_Insurance,10:45,2,1,1,0,0,0,0,0,0,0,0,0,0,751.58,751.58,50%,50%,113.772,111.28,0,2.492,0,2,0,0
